aluno,nota1,nota2,nota3
Ljbglngwpvvkagrrvdgoplmmaltwjdzcvssoje,7.7,4.6,2.1
Dyrutpedm,2.8,9.2,6.6
Imktczxhgvrvsoaebjlr,4.2,4.9,4.7
Rsugzwwlexcqwfvnqrhoytaoxopmtgdn,5.4,7.1,0.3
Vjnceiwzluzubyjbdgxphr,6.4,6.7,9.1
Buybcfzyxejendzhvpfndpkraywmk,0.6,9.2,7.8
Rryeapvyysdxhrwoujkcgvmggqkslkocskbqsdyatbnguujiuh,8.5,1.7,2.5
Fedulina,9.7,4.1,9.5
Xfbgfmcodcg,9.7,2.8,9.4
Fnhrwejpfnucpv,1.0,7.9,6.3
Svpyelzsjsssmo,3.4,5.2,4.1
Jbusbfempcflpjobspjpayjjrjr,3.5,0.2,1.5
Kpokxyvytsfsxtenlucuf,2.4,7.1,7.9
Ivupurpcxvmrldixeyv,9.0,6.9,4.9
Fotcupzijvvaqbmb,9.5,8.3,8.9
Swoxgvbghelpkiyr,1.6,6.5,9.1
Paxadtsxtsjicgo,6.6,0.3,3.7
Lmjeajkptgdgwsirhaogkzsnchfbclugj,6.0,9.7,9.1
Cvtzpyfpelvbyplmatgvzvf,0.4,0.2,7.3
Douonuscpgfd,7.4,8.3,4.9
Vpuyxuezjlymeygtf,9.2,5.2,9.1
Nrcellyklf,8.6,9.5,0.4
Ldfdnktcajajsxezkimaqugzbkxatkqlaktxefaiwuilmad,2.2,1.9,3.4
Jgdavgrcgejvbknxpguoguwvtvpnuqmglzlfzrtymwvf,1.9,4.3,2.9
Axsgejut,6.8,0.8,7.4
Fhdvqcuwyvgkconcijspnvazfdlgnhmdpto,2.9,5.8,7.5
Gfbt,0.2,7.0,8.0
Drawmy,6.9,1.3,3.2
Poaaqfeuynzmztyswcwizfixcvidwoagglzdogyglzahoed,5.7,8.9,0.8
Ktzyndivvjoviviuaacsnwhlaikmrjsxbrspmwqgqx,9.1,4.3,5.7
Zcrogjjrpzytdyxo,9.2,7.9,4.3
Tivl,5.5,5.4,9.6
Tyqvgwlzybpgxmuamgcejtilnzsdaxqqlu,3.1,8.8,6.1
Ztzbwmokrcu,9.9,6.4,0.0
Iqcwafrkttwsynotuvfyneujsdksnolsjlegb,4.1,9.2,2.0
Qxgzqedanvscoxvzzmgwksuppfcxxrojogatxeobpidyttqo,3.0,2.9,6.2
Kjdjhmfkhgznrmlbberrixdhguyvossjosozpmfrbxhqxtl,8.7,5.1,4.7
Jqdxfmcre,5.1,3.4,2.9
Ptqnnqngwkmihyanxoeuahlkvjrmydpcuaueen,5.9,8.7,3.6
Tfdfdsrsbkla,2.3,5.2,2.9
Qronfxfnbpmuczb,5.9,9.8,6.8
Pedvxlhqzh,2.9,6.0,4.9
Hyvojdsthzohgyeyx,7.3,1.0,0.1
Dxfrhlwsmyczeqjofjgyzwnxtspopbqudwfdkxkfglnhufi,7.6,4.2,1.2
Gidwzyldnohszgnhbsovenufayuibimzvgyebydlkbcpm,3.1,5.5,7.9
Xdkzrsvanh,2.3,3.6,1.5
Lgmbysqihkfvcsxckaealpgilgf,5.8,0.6,1.8
Vfsmrwlhbrfquynrsoicjaalasynzwqpbpwsldtwrz,5.4,6.5,7.4
Nlwujbxluamoootrpkybbksohvvkrlqxdv,5.2,9.5,4.1
Lbjivutqzkqxxydulxmfouxbd,8.0,3.2,7.8
Uteiuensymzrddsxzbifzafzufkxeiaigejeosghb,8.0,7.4,8.0
Gddnzvxwllwvkxmkclfbwcptomqseouarlokjrj,0.7,3.6,3.1
Ebqapymrmxniuwvlqexnfrgrfsdojfnuxgxxv,8.8,1.5,0.8
Xaftgggpbfzmgnwwem,5.9,9.3,6.3
Yazji,9.2,7.1,2.4
Gnwpoqkrjigpqjkehbwpziepkxldzghyobf,8.4,5.8,3.7
Pdwfrlkaczuswxxcdkhrtqgfeiftpjcchgzvosyv,10.0,6.8,4.7
Wbbmdcsiws,5.0,6.8,3.3
Qbprtyvubvaqauemjyftcoppiyuyefi,5.0,6.1,0.7
Uogzfvhyopfqltnbkdiypqgzqmedryefhp,9.4,9.2,3.5
Jaxflqpmfyc,9.3,1.2,8.6
Bwpbneqkomqh,0.9,8.3,0.6
Simymqzlcupksblczvolnyrvfqqbqnswdmsrnkmrtg,2.7,1.3,0.0
Xnyukmuaygwnbgxfeyqru,2.9,7.8,9.2
Fhmooj,7.3,4.7,6.9
Kdifjumjyzjqzuaiykcdbfmyfdtmxepipnjnuholh,9.6,1.2,5.5
Jkbl,7.4,1.2,5.3
Vjcntexuulddxxamaeayjpzwvb,7.8,7.2,3.8
Upctphpsflsbwxafmpudkonpwjvqu,2.9,7.6,1.7
Izqjsjtnsssipmxzlyidh,3.5,4.3,0.5
Kchmjsdshibomvurjxkthqvnnqaprwzaszvjnrmtunlixk,8.6,0.4,2.0
Lzhibhcfiy,4.0,1.0,7.6
Cghtzcztnpxkafzifggbnibnujfdoqcqkgaufaueq,6.1,0.3,8.9
Ngohlenbqafnfjbrokhhgufjbxobotfcibslqbpaoc,7.5,4.0,1.9
Irddktfijbx,0.1,3.1,3.2
Fmxsecingxyssykz,8.1,2.2,3.1
Oqjcx,2.5,3.3,8.8
Bhaoskygclyrowtpvb,5.4,0.1,5.5
Xjjvtaqnhzmpdzustkjewacppvxfc,7.3,5.5,3.7
Ymnnytdjkaxhkwzasrqbktghfawuqdtjdiwl,3.5,5.6,9.3
Wdbta,7.8,8.2,0.7
Ekvbgfcyinaquttxzvjltnoxkawrayfjvmavmjrcmntdcbdz,5.2,5.0,9.6
Ophrvmdkscbuqohrbhssrzemfkadwwstuyidhc,9.6,1.3,7.1
Xumbvabdmfgtbxsynileyfzhgxjmpvpuxmgglsnjks,4.7,7.6,3.3
Lpkzedltpdlweztqiokqz,2.0,7.2,1.5
Ptweiusemtsdazhekeigfbzrvjksau,9.9,3.2,4.4
Ykdmiscas,1.5,1.8,5.4
Ueorfaouvpmxkeyvdkompecwelnzywnrnsrgyygy,3.4,0.7,1.9
Eniaahkdqqkxrerhugzt,4.7,1.7,5.8
Nwqgeiebgffgvhqiazsziydhequotzccj,3.6,2.9,1.9
Mpedhfjvayqrbdppg,2.8,8.7,9.1
Rvrtoodutnaxumtkhzdfpmgvhhrlyhcifpoc,9.2,2.1,1.6
Sorlwsxonwciquuamxiqq,5.6,7.4,5.9
Ijoxqitouppesirebgaxhadrlqjgqqhkbciigbq,8.1,5.3,9.6
Xwgmgtckfwefwcnpgvjw,9.7,8.2,7.7
Shvaank,4.6,8.7,7.5
Htkiocuvjmcvmp,1.8,1.9,1.0
Zsqhcwsfqamxskynqqxpm,6.3,1.5,6.5
Asnlwtnfzphpyd,0.3,7.7,9.8
Rudeybxcploacbvdwv,6.6,1.3,6.7
Etqizrdflvb,9.4,6.9,3.1
Krrqrsmjporigvemvvmwwhemwonen,8.8,8.8,6.5
Qhsezffbgj,1.2,8.6,2.5
Oufwtxltxmhjyleosfvpevzbm,7.8,4.7,9.3
Qwawjgwolyxuvznfbyaylfvyjtxgyjliosieqa,9.0,6.0,6.1
Nykdfsdahdyratnmruobonrxzcopibjpazkqwvpiecbsmn,0.6,2.6,1.9
Ncoabbdgs,2.2,3.6,8.2
Oukzctpvyt,7.6,6.2,9.5
Bkdxbxyzujecilxhyuppmsxxfuamdaougvbsjb,5.3,0.8,9.2
Gedqndsmfowhulavwmynxsrpddxmjklkcqzavzrtxgayvllfjqf,0.5,6.1,0.7
Bjeafbushhzonjyxv,6.7,3.8,9.0
Pwkvwavoijuixyjxtrdtibaxvbismupnmicdishayadkj,0.8,5.3,7.1
Pqxfbcklxuolxdcnfyexvqmofcxyffvkqqvycskdrk,5.0,6.4,8.1
Dwfnhbgiuxnmiiqcopczprhizvngea,4.0,5.4,6.5
Xwkadptfsuoeitoh,1.0,9.1,1.7
Ukgjuiut,6.8,2.7,1.3
Izuwjcelpjumoedytbuutidpmuqwegcrzwabbhhyrj,3.8,7.9,3.0
Ksionorbyay,4.0,0.4,7.1
Skeesryqeiqqetxhcxisokyuigfjmhctedhdwkgjtcmwpvzaj,3.9,8.7,2.4
Ruuwkpwtciqlxbaahfmfqibvhctgr,5.0,8.3,3.4
Ajdjrvfrfiujotwjypfd,6.7,9.1,8.7
Kytbpnjxgcjatmnwtrqtpgrddye,6.9,9.3,1.6
Ptjysoixscdtgztjws,4.9,0.4,5.9
Kdylrpqrjimalagsnnqkmcviglugfvevlfpqcprbvjpu,9.5,6.1,0.4
Xomgjzvneylie,5.8,3.8,4.2
Lxqhegipnzzwbwonepxgygsumbnwnaitxqlfhvfofc,9.7,8.5,2.3
Oeetuktduosajzgdsktvoffyeingxiwpqmebvqatx,1.0,6.8,2.7
Keyucxidtv,6.3,9.5,3.3
Slbxxauophgplpyrbncdjfqby,4.0,6.3,6.3
Nzbmvaisrztfqyzfunwqobedzotyrsjegufygyazdlx,0.3,7.1,4.6
Jbumfwnadutorgtbwsos,2.1,2.1,1.5
Fcpliysmyyfjjqr,0.9,4.6,4.7
Aiotgffzinxklojl,8.7,1.3,2.9
Zqvcmkuqallfvpxfonljonzbfqytqntoxwyjqvfhaxravxz,1.0,0.2,8.9
Qpemkympx,6.6,2.4,8.8
Kxewrkkagpyxvjtz,9.2,6.0,5.0
Zkiyi,4.6,2.5,0.6
Ndgdxwbkezqmcx,5.9,7.2,9.9
Uatdwyfbzhqrtqabdfxcekhesqfjquryra,10.0,4.6,5.6
Cckzvcuyaagcamdlvmfruvyegshdgyrbm,1.1,8.6,0.4
Orinspwicgmidruunoybgaowthvok,1.4,8.1,0.7
Pejujucsjtrzactbmyentpp,8.2,9.5,6.8
Tgqvdlyykoitjbkqi,6.2,1.3,7.6
Zrmkassupfewuxpgkvevsqbnlllpzqvlutn,4.7,8.9,5.5
Xhqzmzerffdltojs,7.3,9.3,4.5
Gbyruvcvdiudhfrprjovvahvzigmrrwhn,3.9,3.2,6.1
Ysrgozakevlwftkpuuujxqnukxpykvse,6.6,5.9,2.3
Xuuqvwmipbklazcsaqvoflyrcu,7.3,1.6,8.8
Blnmphqjwynvjysqtdigdokog,1.5,4.6,6.0
Drgqubzzbolxfcfnzv,6.5,0.8,4.6
Veaxgngpmqvawnlvqjtfrvkdncyminfcagk,8.2,1.3,1.2
Utxzqlssqxojhwutaknsdz,2.4,3.4,6.4
Azjnyl,9.4,8.5,2.0
Zljaceynbblymzqiaadivbwwrqqyybyiwbhtqawtczu,8.8,7.0,4.3
Gcolfwpcdvtlhizbmizttwoesxvspuhbd,1.4,2.4,4.7
Iacpqdirmtyuzzlcwfanyokuuorodcohynzjaenk,2.7,5.6,9.3
Hsfjshqcrjrtccxwefgrrfjozodttbmri,7.9,4.8,6.2
Fvbmusyzulfw,6.6,5.5,2.4
Aphippdjvtqgevzkdzmmxcmvawm,8.5,8.6,0.6
Gzsjrraqemhqkclvsutovxxgwpsgqb,0.7,2.4,2.8
Kpktjetsdbeghvpjivkywrxoclaxwxobqhtxp,2.1,1.9,7.9
Leqdkbqkxuxrfde,7.4,5.1,1.3
Tvcdwfgsmroislzmxklqhobikzswalrlkzhzibstef,1.0,5.5,2.7
Ntjls,8.9,7.4,1.5
Fhavdz,1.0,6.7,9.1
Odzmseptwdafxdzv,9.2,1.7,6.9
Bmygjmwdfmliiiaphprzwifacwutgyriivpd,1.5,2.4,5.1
Llccanyfuaxduettxrcuzuqthzbtxjaceomxc,1.4,3.7,1.8
Ekekgmcykfnvpdbd,0.3,0.8,7.0
Jnkkyelbcrjmptqsanazvgqqalfjkckaoxds,2.3,1.7,6.5
Fbszfphnldzoatnrtkmbtsggmecnrawtrmbpjvzcvgcxzkze,6.2,2.6,9.0
Gpndnxztscgxtwcubugx,0.9,6.8,2.1
Yopgmtqffxrzpcwntbzouqzreqvkgvchivfcfymc,3.5,4.2,7.8
Bkfwzpvjmykkdnbtujbmrrdfolvl,1.1,2.2,4.2
Qfjlwjpgtzbjobpsbrmczirrxusqsxioimjyxtlqeoqs,1.8,2.4,6.3
Rbdqrhrsrgtbbzijpak,0.3,10.0,0.6
Ubvufqxseomtwgxj,8.8,7.6,0.8
Ccqjclbeftpdzhoocpnxtrtxyvzwebhaidznsoliux,8.6,2.3,0.3
Axpprikhiqwxleuyttwwqqpsyfvxzhprbifkcffn,5.6,3.9,6.8
Ifzgayvjggrocqpulhqawzievrmckiyftd,9.3,6.9,9.6
Ccbfnzirvqacyiemaxijhlpkrhumngnofxv,6.5,0.4,1.7
Nasylkzheqdhggdbrp,9.7,7.1,2.2
Qpabkeejigmbmyulvxgnhxrhbgukijyqxlipzk,3.6,2.0,0.7
Zyoqhjeqpwyfkufzxsmdonnpkvvqbdimdniihfrlmnimr,2.9,1.4,1.9
Rvcrzl,6.4,8.7,3.2
Mihnvwesxjrcfpkebojoqmnciksbnigicgsf,4.6,4.7,7.5
Tyvwqrwsdjqxpiahdixpeacazftcqnuegklwzbgma,7.1,0.4,2.6
Yaebixufscduqssipndmzkcoajozticzsbeeb,9.1,1.3,5.1
Zcjcddgfatq,3.4,4.1,0.5
Zeohgno,5.1,8.3,2.1
Aavqaqsmvrdkxzrxkkwembicgpjbvqw,4.1,1.8,7.5
Xrtqvccvqtlxtrittvozqmagukvgnawmgrpsozvsbbsupzfkg,2.6,2.4,9.6
Dnmdhjrzyzanuizslwvnkxohsvcucjmqvxrhpalcdlkcmgfkt,8.7,4.5,9.4
Zcqhdeooagalqcdauhfy,4.3,7.9,2.9
Ptzxeonljpilmqlglqhitedeqbzjmgoguy,2.1,9.5,6.4
Phukfuclt,9.9,5.0,0.1
Rkfyfnjxsvmeqpwvxfydycddifexnnhjoculduttoxalbk,2.1,2.6,8.0
Nqbcbbptjqnhgxintfokezozkzkg,1.3,3.6,2.9
Jwbfcnsbzdbrzuclnesufcrwofuuuefx,9.6,6.2,2.2
Cskxosjhhfhjimdgn,5.2,7.9,7.7
Iihnybcpchlithzpuxpnvovhzzpvgpqerjrryiodfbebkds,6.2,4.5,2.8
Odynikcjsbvnysksmpkzdhqytpbxfspatieyhcbkdbvxu,2.2,4.9,1.2
Yudfrcxferuepxjvsagaweuutdtjefwcxgyrblnzqgzedxzgta,7.2,9.1,8.4
Chigmedfxlnvc,3.6,5.1,4.3
Mfunzgjezqjncrhvtbpylnwflseyonzywcrzn,5.0,5.1,6.5
Dbhssj,1.9,7.7,2.3
Yfpkvnygiviwzegigpaejwtbtkuol,6.6,3.6,7.4
Dhogblvggspkdxamevzvpbv,7.3,5.0,7.8
Bzwtdrzehyngdv,6.9,8.8,4.2
Jatcopwfnzthdeomspwucxnlybgdcfymythzewkbcdelcyxq,9.8,2.3,2.1
Bbxwzccbgiqjya,8.4,6.0,7.1
Ibolnprmbujgwpjbtwtucwwetouk,1.3,3.0,0.8
Wkbllldpbxzrlwknqvhwqamkhokldgsztracirwowrb,2.0,1.5,5.2
Vqmwohlojyuciobezrwzvvjzujxkpovuzflteylgepaitsowzzp,7.7,4.0,7.2
Imygpwkyfkdkfxadxlzufprrjvnlecoowxfhsegqpt,8.5,9.3,6.6
Ekcjgbifmpkusrfdxvwjfx,3.6,5.9,2.5
Ukgbrlzxokknh,4.8,9.5,0.6
Gwwxorilxfbirwpizmzfgabaqmwhvqniccyn,6.9,1.2,8.6
Ppsyxigsvwk,0.1,4.4,3.2
Ztquzgfnusspfjbkmeikyrxlufkg,0.7,7.8,4.2
Iqcdxzagkcdgcoriqjxnmjpu,4.0,1.2,2.9
Lqxvjwuokjaonbs,1.3,5.5,8.7
Kqjiidurtasaeqelvkmpirnspvgywnrdoejzfbvmipbi,9.8,5.8,9.0
Sfblhknuehzgphvfotabnpdech,9.9,5.8,2.3
Pjbhgotq,2.9,7.7,9.5
Ptexvxziwagcmb,1.9,0.9,2.6
Vzbmusfjuvboyvjkrfldbkonwyolbndhxnlqdayv,8.8,2.2,3.6
Vevbdciiadwyygk,4.1,6.7,0.4
Mvzzvjombvwuxmeawvrrfwnawdaywtwptdoaktguq,1.7,5.8,5.1
Xjqskqhonfykifrpbalip,7.3,1.7,2.5
Xpdzhhfgiyk,8.7,3.9,1.5
Hciscgvmbjxnydwihsoxhliodrnrqmmnlpvllhdrrxftteiruo,3.9,5.8,0.1
Hljio,1.5,5.5,9.0
Keqrfxkzrgjpcllwmnhjyxpajeppxfyoswddaoodem,0.5,0.5,4.1
Bsdvutjlunwxvosiyssyrurkanpiripken,3.1,8.2,7.1
Kawmnhphqxtbxwufxyarhzfpxnosjzowdnpxvgkradshgyj,7.1,6.3,9.7
Mspkogxhlcqalvignmvmhimxnzvfctuhvrlzfvgqiallbtkd,1.9,2.7,6.0
Kgjtzwkpnptmnbounk,10.0,0.1,6.5
Eidxliqugwlvkpivfuczddujndkutdpdmkenfdfdfr,1.5,4.0,4.8
Xboomwyjfbifwhtmenrpioxxbwiclnlileuqbhiu,2.1,1.9,5.0
Iilqzrijypmbsdwdrngrjjlkfrehjvdagu,2.0,4.3,4.8
Jnyqnogpzrgqmvyksbbueippzwffezhoxpbrmxrprmtu,1.9,4.3,0.8
Izpsobkudgojqoxssiwzwcwcavffvenayrirxzqplarhnxbzo,0.4,4.6,2.2
Jatvapeywfqgtlbbkxpcorotea,4.2,2.2,0.5
Etjulrflphtpvplutaydebysbngtpcrhhycmwoejjrziviv,4.1,6.8,4.7
Mwqpgkjaueybjf,0.1,0.4,2.7
Enwl,3.9,0.2,6.8
Ttapgbfltwchzrwwnjrbafmgbxvfaz,3.9,2.6,6.8
Hjvzbgmkzgvbftbphhaoku,4.6,9.5,0.8
Uipjjppxglmhkrzwgymelumbpsnvbriadnxnhde,6.1,0.1,6.1
Tbokrpsalrwlawojcdnutkxlgcawszrxvjtn,6.1,9.5,4.9
Rvzmb,8.1,3.3,7.2
Qwafuvptgrnhonjmmxvezvkenzhotjyfjiujhizskxpf,5.6,8.0,7.7
Rwyrhfpjjxvijdndnvuqchxafxldjurvfkzpoopcqlnntn,6.9,7.3,1.8
Nqukqgpzruinzwqtbjbtfonvfagrethwdsfnxpcdgmoq,6.9,6.0,4.9
Saplxfqvtosjcb,7.2,6.4,5.5
Xcoziokuqkfemsqv,4.8,9.6,3.7
Ypouudjbkxlggwifuslwobckv,8.7,2.2,2.5
Gnrdw,7.5,7.5,7.4
Wnsdxvbi,2.6,2.6,0.8
Apcaoflsrcclzgonbyrggyguvusvfouiybbasymbuysuyqmnm,5.7,3.5,4.4
Rqlepjfchdkfaclrxf,0.5,9.3,1.5
Vlznsfjzioolnrnzvehqwretaarm,8.1,9.0,6.7
Qwkfribdlvvnsxddkolxl,5.7,4.1,1.3
Goqeb,5.3,7.0,9.6
Nchikorbburhnbnmnscrxzkbbnxscvayoovwoeo,9.6,0.4,1.6
Opecjptjpbybeljdttslimzncqwaijzqvrdsvwrzw,7.6,8.9,7.8
Zrxipipthdwcfjubzjciphpmhuietwxiqxdftzpbw,8.3,9.8,8.6
Jqcwjdsyxayheyumgmkooxsbootpojjp,6.9,1.6,6.5
Juwesovtgplqqiecnqjeegssbjrisqwwyyzstwxdbzrxq,8.6,5.4,1.0
Yqpyjkvmwe,1.1,3.1,5.9
Bqfiskkbibgfegslagsggfuwhehrp,9.6,2.3,0.5
Yeiyqtcnnhutmienbzssgmcowxpbhg,0.7,5.5,9.0
Xfueifldebxfccfsbcafrpoe,2.0,9.6,7.8
Eqczosijhblaibsntuthxrdtwpwsracmuqayfwpccpp,2.0,9.7,7.2
Yuuiprdoibrfudsimqsiel,3.2,1.7,7.5
Cbdfljoqmnjaplsq,2.5,9.9,7.0
Blyqdscajelyqbxycf,1.8,4.2,5.3
Fpggdfszsllaagtkx,3.2,8.6,1.1
Rxxgjtkwajpxumtfxfseqvaiboepyn,7.6,4.1,1.4
Vfmkbiore,3.4,8.5,5.2
Evtzqlqblnouauohatkiahosbmjsgatvag,6.7,2.2,2.2
Mgjdkwjyuelyiicsxonkemdystnygqoddhpwg,3.1,5.8,6.5
Ltmldfiooqjlrxnysjcunqjoccruwsjdndnpecdobruw,0.3,3.6,4.3
Fawivstzuqbvexrkwxzfkozxnmvkidvuzksjpailbntdbozr,4.4,5.2,5.4
Ajgbfbepdtzuvteersjxtacenbxpimujelp,7.2,0.9,0.3
Txwsnejybnzhpfkctmsfjcafuwyhcfmlyuyiiqzhfo,3.8,1.0,2.4
Kcaglu,1.1,0.9,4.2
Yowmowqzhgjsdl,8.1,3.4,2.8
Jelmqk,2.8,2.0,4.6
Qeidcopmgnuhsogmvptizjfqiphnshsejdtpeygqqhzvteyzpun,4.8,5.7,2.8
Bhccebmiua,1.8,4.2,5.6
Hqmmshvpaljkplgaqtggrezwfzdjppqrsedcor,4.8,1.8,6.8
Gccfvolywyzghsxpxafdoqgri,9.8,9.5,2.2
Dgimmancggtcifjdh,5.2,6.4,7.4
Fszovsmrmyanzumgjeoemiheanhtkkiwxxii,0.8,1.9,1.8
Rkmvlqouzlgqahsclouwiavbvisjdizckicx,1.5,3.9,7.3
Ncjlfebqsopwiyehnkzpksaolasjkchskhxszeaainyosp,3.3,8.0,3.0
Hbbamxlisjzminxwzrfxltizju,3.6,0.4,2.7
Dlqqjcenqnqugpgmlkkyahgjsupovtsvxgxn,9.9,9.8,4.4
Sfajqzeuwnutkglhbwrqhlkgnronqnvbpsnnlpgemkouifv,1.8,7.4,5.4
Ayroxxcnzprjattfunfdyuuwaffaaw,8.9,4.8,5.3
Jtosnmeyxpatmzkgvjqpudiqymeugzzcipbdshmbkazpd,6.8,7.1,3.4
Slpjvmbuduva,6.6,2.4,5.8
Ccprtpwbpwvlcxwecsxufnqxg,2.7,4.5,1.8
Qxyjlyfsljxelnnk,3.5,3.1,8.7
Hhsbdsjvqtseqlblueujlcxdayppnsvhhautm,5.4,6.9,7.0
Aviyfbvfubeevpggkqiptapprhsqkbjr,9.7,5.9,0.3
Vqbsc,4.2,1.2,5.4
Vxsfjuyihfdhliknwixlxwzattgjmupwfiruuzwcquuw,7.3,2.3,1.5
Iljwgtobmnecngugzqccscupotdowtripexscg,4.8,3.8,3.0
Glipbyduehzenviyytnmzpqqonzsjhnfhphz,6.4,9.9,5.5
Istnvldqgdamxwpwjouabqqugppdnfycosby,6.4,3.5,7.7
Zbptmgrklcuxbgwudzryrppqaxnkfeedlcvpmnsogreoozykk,9.6,9.4,3.4
Fwuoovqmnxckgygpfrklspqayhnywwimnymshdrxdfw,8.6,0.4,1.6
Aufgpdxtwhwaxmkus,1.4,7.5,5.6
Jqiiushwqlwlxlxacggnu,7.6,2.7,4.1
Hewpseufckvrnogaylvtdp,7.2,8.4,9.6
Nrgfcxwvegyddchvyb,8.6,9.8,4.2
Spafxjwpelii,7.0,2.7,0.5
Sndyfznfdhrxdgfj,2.6,3.0,6.7
Ktnnigzptzaeiexpwzqvalqtdygnjpkmy,0.3,1.4,9.2
Gqsqqjndxjbyipdghhhpt,7.6,6.0,4.3
Eyadhxjoafzhsrzbqjfqbhi,2.2,8.8,3.9
Zaaawri,8.6,9.7,3.1
Tiykqojfqlfstbymkhlzaxxhr,5.4,0.4,0.3
Zddwqlamzgyvpvknvxxsnsfksyxpx,0.5,0.4,5.0
Orpb,0.3,8.8,8.1
Nhlzfawjlhfbatnqwzlupdieqgjuaehensmjhbvivpfzkqjecpe,8.1,7.6,2.4
Imuvcamopqbmojre,9.6,9.9,1.3
Irmrovjfatwiwebmipauyvlykycerxmgvtbuoyjswiup,2.5,2.2,3.2
Hwwtboipfzdywtgogdxvwnsbmffblcineusgxhehadbuj,3.6,4.3,9.6
Bveaokp,1.7,8.6,3.8
Sbojwkjkqgdjlhztogpvvhhf,9.3,7.0,8.5
Gegbftvdkdvfdbveinbevavisezrtnuxhtdlumkdsejfc,7.1,3.6,3.0
Muvghsaevsiitmnjhtmjffdpzkmcjotlqrkpijkb,4.1,6.5,5.1
Wmbwtbivmtejjolhckohguldgozmqvnjgpxn,6.0,4.1,1.8
Vlhfzvhxebvoaydyhmxgufnwwwiqmpiocxjasnxnel,8.3,9.4,7.8
Hdcslilvmvsxnejguwiqqkocbpxsznfwbcbwlitjzjextam,9.5,9.0,6.7
Xvddcq,6.0,1.2,7.8
Jigjlhuwpwloa,6.1,3.6,5.0
Zpbfxgvpajyhqfyonecvhcyayseqrukc,3.8,9.2,3.8
Taamdjdszdvbevtrgfxaeqvmxbhnqmspconvgmstfexsktxc,1.2,8.2,6.1
Nuruqwsuphgyndsxyrnbyuhchrklacr,6.7,1.8,5.0
Krfsozzfgopcpxdlaptyvtbgsoybwvlqdbrztoxeegire,4.5,4.5,2.8
Edlxfwnqubqdlswlrzisfnykzawqiwukvbelksngdtfg,5.9,8.1,9.4
Nrarboctjmcx,9.1,9.0,7.2
Islcanhlmzhdrlhflwtznwnetdyxixy,8.5,6.6,9.2
Rtdron,6.1,0.5,2.4
Mmtotulouwbxmram,2.5,7.5,6.6
Duhusydrgkuxufjmvilsmd,0.1,0.6,9.2
Qvjetnttmbkryacxttrmtktihbexkpixosj,6.0,6.5,3.0
Ubevxvjawgrznjjivzdzdjhgkyejkpdnhjqwkuau,4.1,3.8,4.1
Mgjkn,2.3,9.4,2.9
Boxgtdbutgwvvsqexx,7.0,8.9,6.4
Ogdjzlzjaiazlmyswgysuuqiuvv,2.5,5.7,4.1
Jmtjrkqpdmtlgnktrxdlogqkbsqfhocfzdbayywxjrq,0.0,0.9,3.9
Szqrterannhnf,5.5,9.3,2.0
Vvzkofc,1.7,8.2,6.8
Vnqrotl,2.3,3.2,5.1
Xkvqqhbxmxxywzlcafkffnuddwdlvozbejek,1.1,5.2,3.7
Jeeradhvky,0.8,2.9,8.4
Asemlwiwjmemyzxflgbgzzpo,2.5,0.1,2.6
Gmrtceelzpgb,0.6,2.3,1.4
Frexkkxbrpkerpxuhhcwcmufqhor,1.8,3.5,9.6
Bzaubmtghshacplucnuzhxcojzcrxo,0.9,0.6,3.8
Dwoektfgsannsgr,3.6,0.7,2.5
Kctbgmhbzzdxzauyursjhm,3.9,3.9,3.2
Iyxedyjhjxufubhqfimtybuwrrtoxmmupqbsbgjbuwzglc,5.5,9.3,7.4
Igsyqecsqkrtrsjwswzggtoucg,2.8,9.9,7.1
Zxatdxitgvjht,0.7,2.3,6.5
Rxndnfiulvuo,0.0,4.1,5.5
Ardoqtenxghrdn,3.7,9.3,10.0
Owqmhuoyvixfnwmuobeddspvhebhqhuegvt,8.3,5.9,7.6
Tboptoitzabmfmvyqjuxnyvxhjtli,1.8,2.2,4.0
Kdtbxvtktywvzubsxdtxzaijjlszmyt,8.4,7.4,6.1
Nsbgdouzklznacrpxfvlwhoyldsdnhcusippcowxhvc,9.2,5.6,2.1
Unvncqvtqpwkkhgcsoyhuv,9.4,5.3,0.4
Fwvqbgzzwpbmnfpxnrrqkvcwkbkbozdnhucdgpykdnngtbnnl,5.7,9.6,3.2
Pleeevsgezkiwhwyzzfctygkxkpw,5.0,2.3,0.6
Uwxpvunlxpl,1.1,7.7,3.0
Trwa,6.1,2.1,5.1
Ggknozymscqdxqwogvxawrhgaxlyqfsnomofcfcs,8.2,8.3,5.1
Rqrxisrjduqmwjajjuvjprzitwjzxvnaurxwkfzjvzvayonrrmg,5.7,4.7,1.4
Wmoabdxvjvipfqbvxhlzkbhkmbjvqfbwh,2.9,5.8,4.8
Swqls,2.6,0.4,9.8
Pumaqgjauhfgsougmhkawazmmqbesdexn,2.0,2.8,7.9
Iiimigbbyyrvnuyebaintyt,8.3,6.9,9.5
Hmcgwgdhecxggrmb,6.8,6.9,5.9
Ygwde,8.5,7.4,5.2
Quylwikwoa,8.8,8.0,0.8
Jvnuwwaosqvqhvbjokhcsjohgneuallygrwxuqwfitlbhkd,7.5,6.0,4.5
Yvtlfckddxbpwrtjhii,8.5,8.3,1.2
